Ad id 196472964,Mercedes cls  5300 cc 2006 white X BROWN 170000km electric chairs  any information:01126754000
Ad id 196144118,Mercedes e250 amg موديل 2017 عداد 70,000 كم فابريكا بالكامل  كراسي كهرباء فرش جلد ابواب شفط مرايات ضم *مواصفات خاصه* فرش ديزاين سماعات بروماستر 3d متحركه  مع بودي كار المعادي احمد مصطفى كل ما تتمناه مع انظمة السداد : - اقل مقدم -أقل فائدة -أطول فترة سداد  -تقسيط حتى سن الـ 65 سنة والمعاشات  - خصم على المصاريف الإدارية  - بدون تأمين خلال فترة السداد  لمزيد من التفاصيل تواصلوا معنا علي الارقام التاليه 01013757772 01013777375 للشكاوي الاتصال علي 01029222233 أو زورونا في:33 شارع 306 المعادى الجديدة
Ad id 196155702,اعلي فئه فتحه سقف فبريكه بالكامل
Ad id 196155650,فبريكه بالكامل عدا جزء في رفرف صيانات منتظمه لا تحتاج مصروف اعلي فئه كوزمو ٦ ايرباج كاميرا خلفيه حساسات جميع الكماليات
Ad id 196155479,سياره دوبلو ماكس موديل 2021 عداد 42000 1400 سي سي فابريكة حاله جيده جدا
Ad id 196147877,tiguan 2020 for sell for me needs to upgrade.
Ad id 196147305,فابريكة بدون اى رش يوجد بعض الخدوش البسيطة الصيانات كاملة بالتوكيل تم تغيير ٤ فرد كاوتش من شهرين
Ad id 196048546,سيارة رينو لوجان فئة آولى اوتوماتيك، حالة الجديدة، مرفوعة ٤ سنوات ويتم عمل الصيانات الدورية وتغيير الزيوت ورفعها في كل سنة، ممشى ٢٥٠٠٠ كم طرق سريعة (سفر) السيارة كانت مغطاة والغسيل بمنتجات مستوردة للحفاظ على جودة الدهان والحماية من الخدوش.   الحالة كما موضح بالصور، والمطلوب نهائي ٣٨٠،٠٠٠ علماً ان نفس السيارة بالفئة سعرها اليوم ٤٥٠،٠٠٠ سبب البيع توفر سيارة اخرى من قبل العمل، وعدم الاحتياج اليها.   ارجو الاتصال من الجادين فقط والسعر نهائي.
Ad id 196154334,عداد ٣٢٥٠٠ كم عليها ٤٨ قسط و القسط الشهري ٤٦٩٧  العربيه موديل ٢٠٢٢ فبريكا فرش و ارضيه جلد  رخصه ساريه لمده سنه لسه متجدده ٢٣ ٢ ٢٠٢٣  مش محتاجه اي مصروف السعر ٢٥٠ الف
Ad id 196154067,Golf 7  Model : 2014 (1400) turbo 160,000 kilo 565,000 L. E Mobile: 01201209444  01028376651 01146664610 01060144751 السيارة  اول فئة فبريكة من الخارج و الداخل ماعدا ٢ اكصدام و رفرف امامي و باقي السيارة فبريكة من الخارج. . )   ( ٨ ايرباج - فراملABS ESP  EBD - فوانيس زينون - طارة multi - جنط سبور اصلي . . ) المعاينة مدينة نصر امام نادي الزهور
Ad id 196149748,دواخل فبريكه الشنطه فيها لحام صغير مكان انبوبه الغاز الحاله العامه جيده ماشيه كويس بتسافر رخصه ساريه لحد شهر 2024 لسه معمول لها سمكره كامله محتاجه دكو المطلوب مقدم16000وقسط2000على سنه
Ad id 196140821,infiniti 2018 q30 انفيتنى كسر زيرو  الوحيده فى مصر 5000km  متاح جميع انظمه التقسيط بمقدم 0% او 20% حتى 84 شهر للتواصل الرجاء الاتصال:  01016611835 01016611756
Ad id 196048269,النص التاني من ٢٠١٤ فبريكه بالكامل جميع الصيانات معموله لا تحتاج اي مصروف نهائي
Ad id 194925267,عربية n300 شيفرولية موديل 2016 فان
Ad id 196152183,للبيع أعلى فئة موديل 2020 بحالة الفبريكة عداد 32 الف صيانات منتظمة بالتوكيل. . اخر صيانه 50 الف. . . . سقف اسود بوية بيانو بلاك مثبت فى الرخصة. . اكسسوارات. . . رخصة وتأمين لآخر السنة
Ad id 196152196,هونداى جيتز اعلى فيه top lineفتحت سقف  good condition راشه بعض الاجزاء نظافه
Ad id 195371955,Mercedes Benz GLE 43 AMG 2016  20,000 km  3.0 L V6 Twin turbo takes out 385 Horsepower  Apple car play  Air suspension  يمكن التقسيط بأقل فائدة واطول فترة سداد ويمكن الاستبدال بشرط الحالة
Ad id 196152069,‏#MG_5  موديل ٢٠٢١ Luxury  كاميرا ٣٦٠  نقاط عمياء  زينون فتحة سقف كراسى كهرباء جنوط سبور لونين  مثبت سرعة  بصمة ليدات امامية و خلفية Start engine  ٦ ايرباج  ABS - EBD  تحكم بالطارة  مثبت سرعة شاشة تاتش  كومبيوتر رحلات  بلوتوث  مرايات ضم  طارة جلد  حساسات ركن خلفية فرش جلد   فابريكة بالكامل بره و جوه - ٦٢٠٠٠ كم صيانات توكيل   و للمزيد من التفاصيل حول السيارات المتاحة و نظام احسب قسطك ،  تواصل معنا عاللينك ده :  ‏  Https://autozainegypt. go. studio     او الاتصال تليفونياً  :  01000768703  /  01000246018  /  01000982360  /  01000217864  /  01098811117   ‏‎متاح تقسيط بدون حظر بيع ، بدون اجراءات ، بدون استعلام بدون تأمين*  ‏‎‏‎لو معاك فيزا مشتريات البنك الاهلى او CIB او بنك القاهرة او بنك مصر او بنك المشرق ‏‎‏‎تقدر تقسط العربية المستعملة او الجديدة اللى نفسك فيها حتى ١٢ شهر بفايدة تبدأ من ٧٪؜ حتى ١٢٪؜ ‏‎‏‎#تطبق_الشروط_والأحكام  ‏‎و متاح التقسيط بمقدم يبدأ من اقل مقدم ٤٠٪؜ واطول فترة سداد ٥ سنوات فايدة تبدأ من١٣ ٪؜ حتى ١٥٪؜ بتأمين او بدون   ‏‎تطبق الشروط و الأحكام   يسعدنا تشريفكم فى /  ٤٣ حافظ بدوى متفرع من آخر الطيران  - محكمة الحى السابع بجوار مدرسة الالسن - مدينة نصر  معرض سيارات "أوتو زين أيجيبت"
Ad id 196127625,بسم الله والصلاه والسلام على رسول الله شيفروليه اوبترا فابريكة بالكامل بحالة فوق الممتازة اعلى فئة
Ad id 196151769,فبريكه بره وجوه ماعدا عتبتين  رخصه سنه  فتحه سقف  كاوتش جديد  بطاريه جديده  مش محتاجه اي مصاريف  متاح الكشف ف اي مكان بعد المعاينه والاتفاق
Ad id 196150925,#سكودا_كاميك ٢٠٢٢ Style  سقف بانوراما  Start engine  فرش جلد  كراسى كهرباء  داعم قطانية شاحن لا سلكى ٤ مخارج USB type C ٨ ايرباج  كاميرا خلفية  حساس مطر  حساس اضاءة  فرش و تابلوه لونين تكييف امامى و خلفى حساسات امامية و خلفية  ‏Blind spot زينون  ليدات امامية و خلفية  جنوط سبور ١٩ لونين  تحكم بالطارة  مثبت سرعة  بلوتوث  ‏Apple car play  ‏Android auto  مرايات ضم  فامية جانبى و خلفى  شاشة تاتش ١٠ انش   22000 كم صيانات توكيل - فابريكة بالكامل بره و جوه - رخصة حتى ٢٠٢٥  و للمزيد من التفاصيل حول السيارات المتاحة و نظام احسب قسطك ،  تواصل معنا عاللينك ده :  ‏  Https://autozainegypt. go. studio     او الاتصال تليفونياً  :  01000768703  /  01000246018  /  01000982360  /  01000217864  /  01098811117   ‏‎متاح تقسيط بدون حظر بيع ، بدون اجراءات ، بدون استعلام بدون تأمين*  ‏‎‏‎لو معاك فيزا مشتريات البنك الاهلى او CIB او بنك القاهرة او بنك مصر او بنك المشرق ‏‎‏‎تقدر تقسط العربية المستعملة  اللى نفسك فيها حتى ١٢ شهر بفايدة تبدأ من ٧٪؜ حتى ١٢٪؜ ‏‎‏‎#تطبق_الشروط_والأحكام  ‏‎و متاح التقسيط بمقدم يبدأ من اقل مقدم ٤٠٪؜ واطول فترة سداد ٥ سنوات فايدة تبدأ من 12٪؜ حتى 18٪؜ بتأمين او بدون   ‏‎تطبق الشروط و الأحكام   يسعدنا تشريفكم فى /  ٤٣ حافظ بدوى متفرع من آخر الطيران  - محكمة الحى السابع بجوار مدرسة الالسن - مدينة نصر  معرض سيارات "أوتو زين أيجيبت"
Ad id 196150602,بلاك اديشن  اعلي فئه توب لاين بلس ً كم34,000 صيانات توكيل بلفواتير  زيرو بدون خربوش  كاش وبالتقسيط  بنوك _ شركات تمويل _ تقسيط مباشر  المعاينه  مدينه نصر   رقم التواصل  مصطفي ابو هيبه  01063138479
Ad id 196150394,Kia Ceed 2017 All fabric inside & outside 130,000 km All service done Topline ( Panorama, Led lights, Lether seats, Bluetooth, Crusie control) ‎كيا سييد فبريكا بالكامل من الداخل و الخارج حتى الاكصدمات ١٣٠،٠٠٠ كم كل الصيانات منتظمة فى التوكيل ماعدا اخر صيانتين. اعلى فئة ( بانوراما)
Ad id 196148479,السيارة جمرك لاصحاب الجنسيات الاخري او الاقامات الخارجية السيارة تستخدم ٦ شهور و تخزن ٦ شهور السيارة جمرك.
Ad id 196148334,الفئة التانية -فابريكا برة وجوة- رخصة سنتين - صيانة توكيل حتى ٦٠٠٠٠
Ad id 196148227,seat arona 2021 رخصه سنه عداد 47,000  صيانة الوكيل بالكامل اخر صيانه ٤٠ الف فى كيان فبريكا بالكامل  بدون خربوش للتواصل و الاستفسار برجاء الاتصال على 01126754000
Ad id 196021019,السيارة جمرك لاصحاب الجنسيات الاخري او الاقامات الخارجية السيارة تستخدم ٦ شهور و تخزن ٦ شهور السيارة جمرك.
Ad id 196113107,كرايسلر باسيفيكا 2005 حالة ممتازة  فبريكا من الداخل والسقف من الخارج ترخيص ساري لمدة سنة كاملة
Ad id 196146467,160000 km فابريكا تم تغيير الراديتير في التوكيل
Ad id 196145715,بيع اوبل انسيجنيال موديل 2019 هاى لاين فبريك بالكامل صيانات منتظمه فى التوكيل كاوتش جديد بحاله الزيرو استعمال راقي جدا
Ad id 196145190,لادا جرانتا ٢٠١٦ تقفيل روسي منوال عداد ١٢٠ الف كيلو فبريكااا جوه وبره بدهان المصنع من الاكصدام الاكصدام بدون جرام دهااان ٤ ازاز كهربه شاشه تتش حسسات ركن خلفي مثبت سرعه سخنات كراسي مطلوب ١٦٠ الف رخصه سنه فحص ٢٠٢٥ مرور السلام المعينه المرج من المالك مباشر بدون اي توكيلات للتواصل ٠١١٢٤٠٢١٨٥٨
Ad id 196145095,Mitsubishi SpaceWagon موتور ٢٤٠٠ سي سي GDI 4G64 Engine 4WD دفع رباعي السيارة موديل سنة ٢٠٠٠، ٧ راكب، جنوط سبور، كاوتش بالكامل جديد، بطارية جديدة، مساعدين امامي جداد، دواخل فبريكة و راشة نظافة من الخارج، تكيف يعمل بكفائة، سيستم صوت كامل كاسيت بايونير و سماعات كنوود اصدار قديم و سماعات الابواب بايونيير و تويترات، طقم ليد عالي و واطي GPNE، سبويلر خلفي، مرايات كهربا، ايرباج، ABS، فتيس ستيبترونيك، رخصة سارية سنتين، و يوجد معها بعض قطع الغيار
Ad id 196145075,جميع الكماليات مانيوال دهان بعض الأجزاء الخارجية نتيجة تجاريح الجراج
Ad id 180078169,هوندا سيفيك ٢٠٠٨ للبيع استخدام بيتي فابريكا دواخل ورشه بالكامل من بره صيانه بانتظام واستخدام زيت وقطع غيار بالكامل من التوكيل الكشافات الفوانيس الاصليه VTi تحكم طارة ومالتي وزي ما واضح بالصور فيها رخصه سنه ونص مطلوب ٣٥٠ الف قابل للتفاوض البسيط عند التنفيذ الاتصال على رقم ٠١١١٢٤٠٢٥٥٧ واتس اب أو مكالمه
Ad id 196144086,اوتوبارك . . . . من المالك الاول ليك شيفروليه كابتيفا ( 7 راكب ) اعلي فئه موديل 2020  عداد 61000 كم فقط فابريكه بالكامل رخصة باسم المالك مباشرا  المواصفات الفنيه: موتور1500تيربو  - 148 حصان - ناقل حركه اوتوماتيك cvt  يعمل في خمس أوضاع مختلفة وهم D وهو النظام العادي، وS وهو الوضع الرياضي، وECO وهو الوضع الاقتصادي لاستهلاك الوقود وSnow وهو الوضع الخاص بالجليد والوضع اليدوي بنحو 8 سرعات - متوسط استهلاك الوقود 9.8 لتر لكل ١٠٠ كم  الكماليات:   مفتاح بصمة start engine  - بصمة خارجية لفتح و غلق السيارة بدون مفتاح  - كاسيت شاشه 8 بوصة تاتش يدعم car play و اندرويد و مزود ب(USB - AUX - bluetooth - كاميرا خلفية -زجاج كهربائي - كمبيوتر رحلات - مثبت سرعة - محدد سرعة - طاره مالتي فانكشن - طاره متحركة متعددة الاوضاع - جنوط اسبور - اضاءات ليدات - فرش جلد - اشارات في المرايات - مراية معتمة - فتحت سقف- حساسات ركن امامية و خلفية - مخدع خلفي + حامل اكواب امامي و خلفي - ريموت - فوانيس ضباب - مرايات ضم كهرباء - التحكم في الكراسي كهرباء - سبويلر خلفي - شاشة بيانات للسائق ملونة بمقاس 7 بوصة - فرامل يد إلكترونية + AVH - نظام عرض ضغط الإطارات - مقابض أبواب من الكروم - منافذ USB أمامية وخلفية - ضبط مستوى الإضاءة الأمامية - قضبان في السقف ومساحة في الزجاج الخلفي - عدد 6 سماعات تجهيزات السلامة والأمان:  انظمه AIRBAG لكل من السائق و الراكب الامامي و 2 جانبية  فرامل مانعة لاانزلاق (ABS) نظام توزيع الكتروني لقوة الفرامل (EBD) نظام تحكم إلكتروني في الثبات ESC نظام تثبيت مقاعد الاطقال (Isofix) نظام التحكم في الجر TCS مساعد هايدروليك في المكابح HBA مساعد الصعود في المطالع HSA السعر : 690.000 جنيه   كما يتوفر لدينا انظمه تقسيط متعدده تناسب جميع الفئات ( بنوك - شركات تمويل - مباشر )   بمده تقسيط تصل إلى ٦٠ شهر  اتصل بينا واعرف نظام التقسيط اللي يناسبك   و ممكن تبدل عربيتك القديمه بعربيه جديده و تقسط الفرق  ملحوظه هامه : اطلب تطلع علي كل مستندات السياره و الفحص الفني لحاله السياره قبل ماتدفع أي أموال أو حتي قبل ما تقوم بفحصها بمعرفتك جميع السيارات المعروضه تم التحقق من سلامه ملكيتها لملاكها وتم عمل فحص فني باحدث الاجهزه علي يد متخصصين بخبره أكثر من ١٠ سنوات في فحص السيارات   رقمنا الموحد : 01200006517  او اضغط هنا لارسال واتس اب https://wa. me/message/YSX2LKAO3XDBE1 وعشان تعرف اراء بعض اللي اشتروا مننا علي مدار السنوات السابقه وتتفرج علي كل المعروض عندنا اضغط هنا https://www. facebook. com/1425113467801707/posts/3356629307983437/  مواعيد العمل الرسميه طوال ايام الاسبوع من ١١ صباحا حتي ١١ مساء  بمقرنا : ٢ ب مكرم عبيد - أمام محطه توتال - مدينه نصر - القاهره https://maps. app. goo. gl/dAtU2cKbEmhGfMGN6 (تطبق الشروط والأحكام) #autopark #from_first_hand_to_you
Ad id 195962572,BMW 3-Series 2018 (318i)  -Luxury line  -Full Leather Black Interior   - Fully Loaded  -All Maintenance Were Done At The Authorized Agent   Available now at Karas Auto  ( Mickel Sobhy )   For more information kindly contact us on  01270417030 - 01202125463  Or Send Us A Message  New Cairo, Mohammed Nagib Axis
Ad id 195486884,سياره GLK250 موديل ٢٠١٤ اول فءه… العربيه فبريكه بالكامل. . اسود فرش اسود. . ماشيه ١٩٠٠٠٠ كم. . لا ينقصها شيء. .  صيانات كامله. . كاوتش جديد
Ad id 196143612,نيسان قاشقاي 2017 - عداد ٥٠ الف كم فقط -اعلي فئه سبورت - ليدات اماميه وخلفيه - - جنوط سبور 19 - بصمة اوكر - مرايات ضم - مرايات كهرباء  -  - طاره مالتي التعديل الجديد - مثيت سرعه - حساس نور - abs - esb - airbags - بانوراما - cd - usb - aux - حامل اكواب - فرامل يد كهرباء - للون بتنجاني مع جنط مدخن وسقف اسود _ المعاينه بمصر الجديده للاستفسار اتصل بنا علي الارقام التاليه 01017024212 01210772275 01210772219 01146676101
Ad id 196143462,للبيع اول استرا ٢٠١٩ كاملة فابريقة صيانات توكيل حالة ممتازة ١١٨ الف كيلو لا تحتاج اي مصاريف اطلاقا.
Ad id 196142967,استورد عربيتك بنفسك مع غندور اوتو زيرو جمارك استلام بعد 60 يوم  كلمنا لمزيد من التفاصيل 01102005922 01066600570 01033211066  01015998071 01281743024 01018721188 01120993888 01120993777 نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب.   زورو موقعنا www. Ghandourauto. com   نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس.
Ad id 196036943,Toyota Corolla 2014 - اعلى فئة بدون بصمه  - اللون اسود  - اوتو بارك  - عداد 146 الف  - مرور السلام رخصة 7 شهور .  - العربية فبريكا من الداخل والخارج و يوجد رش في بعض الأجزاء.  - السيارة لا تحتاج لاي مصاريف نهائي.  *** وارجوا إحضار الفني وقت المعاينة السعر 485000 - المعاينة المعادي - تليفون 01558339698
Ad id 195482481,Nissan Sunny 2022 تاني فئة كسر زيرو  عداد 26000 كيلومتر رخصة سنه وشهرين مرور  حدائق الاهرام *** السيارة لا تحتاج اي مصاريف.  السعر 405000 *** المعاينة مصر الجديدة وبرجاء إحضار فني لعدم ضياع الوقت.  تليفون  01281187337
Ad id 196053039,BMW x3 2008 لون كحلي  فبريكه بره وجوه عادا اكصدامين  تم عمل سيرفيس كامل بالفواتير  مش محتاجه مصاريف نهائيا  متور 3000 CC بحاله الزيرو  فتيس الغرز شغال اداء جبار  سقف بانورما مثبت سرعه طاره مالتي
Ad id 196130837,شيري اريزو 2020 5  حاله كويسه جدا العداد  165  ما فيهاش قلم بوهيه غير الاكصدام الامامي  كاوتش جديد حاله ممتازه حاله كويسه جدا تعجب اي حد في التفرج اعلى فئه كامله فتحه سقف جنط سبور شاشه تاتش
Ad id 196141491,مرسيدس E200 افنجارد موديل ٢٠١٥ الحاله فبريكا بره وجوه بالكامل ماعدا اكصدامين تجميل  عداد ١٦٠ الف صيانات بانتظام  المكنه ٢٠٠٠ تيربو السياره كامله بها  فتحة سقف كهرباء - اللون فيراني فرش اسود - فرش جلد كامل - ستائر خلفية أصلية - كشافات أمامية زينون-  فوانيس ليدات أمامية و خلفية - جنوط ة 17- حساسات ركن أمامية و خلفية - شاشة + ماوس لعرض المعلومات - مثبت سرعة- تحكم طارة- مرايات كهرباء و ضم وإشارات في المرايات- فرامل ABS - نظام توزيع قوة الفرامل EBD-كراسي كامله كهرباء وميموري - كاسيت USB - AUX- السيارة ضمان الوكيل - السيارة صيانة منتظمة   - للون فيراني فرش اسود المعاينه مصر الجديده
Ad id 196141291,bmw x1 for sale  فضي
Ad id 196140780,بسم الله الرحمن الرحيم سياره تويوتا ياريس موديل 2015 عداد 107 الف كم واستخدام اول مالك من الزيرو السياره بفضل الله بدون اي دهنات نهائي فابريكه بالكاااااامل من الاكصدام للاكصدام كاملة أوتوماتيك 1500 سي سي ماكينا وعفشه وفتيس بحاله الزيرو ولا تحتاج اي مصاريف نهائي وكل شي ف السياره يعمل بكفائه عاليه جدا جدا حاله بسم الله ماشاء الله
Ad id 196140402,للبيع جيب رينيجيد ٤ *٤  أعلى فئة بصمة صيانة توكيل رخصة بإسمي ٣ سنوات جميع القطع الاستهلاكية تم تغيرها موبار بطارية جديدة كاوتش جديد تم عمل صيانة ال٩٠ الف كيلو عداد ٩١ الف فابريكة بالكامل المعاينة مدينتي 01222228395
Ad id 196139919,فابريكه والوسطاء يمتنعون
Ad id 196138844,#فتحي_موتورز  #الحوت  #البيع_كاش_او_تقسيط_مباشر_مع_المعرض  #نيسان_قشقاي  الموديل : 2013 ناقل : اوتوماتيك العداد : 180,000  #اعلي_فئه  السياره فبريكا من الداخل من الخارج (ماعدا اكصدام ورفرفين نظافه فقط)    #المعاينة:  الاميريه امام مستشفي الزيتون التخصصي بجوار وحده ترخيص الاميريه خلف مصنع بسكو مصر  #للاستفسار  :01226455457  :01111553587  :01114498736  :01110021701
Ad id 196138664,بي ام دبليو Msport موديل 2015 فابريكا بالكامل بره وجوه عداد 120 الف كم - 2000cc - ايرباجات - كراسي كهرباء - abs - نظام تنبيه ضد السرقة - فوانيس ضباب - مرايات ضم - usb - بلوتوث - مسند رأس امامي وخلفي - زجاج كهرباء امامي وخلفي - فرش جلد - نظام زر تشغيل / ايقاف المحرك - كمبيوتر رحلات - مثبت سرعة - قفل مركزي للأبواب - حامل اكواب امامي وخلفي - تحكم في نظام الصوت - فتحت سقف- Ebd  ******************* يوجد لدينا جميع أنظمة التقسيط بمقدم يبدأ من ٢٠٪ وأطول فترة سداد تصل الي ٧ سنوات   **************** - لمزيد من التفاصيل برجاء الإتصال علي الأرقام التالية : 01099621377  01097949330 01145005671  -مستنينكم في معرضنا :   86 ش فريد سميكة، المطار، قسم النزهة، محافظة القاهرة‬ **************************  مواعيد العمل الرسمية : طوال أيام الأسبوع من الساعة 11 صباحًا إلي الساعة 12 مساءً . .
Ad id 196138090,موديل ٢٠١١ فبريكه بالكامل عدا الاكصدامين و رفرفين و باب فقط عداد ٨٥ الف كم فقط كامله اوتوماتك رخصه ل ٢٠٢٥ البيع بعقد مسجل فقط كاوتش و بطاريه زيروو
Ad id 196137137,فبريكا بالكامل كسر زيرو اعلي فئه عداد ٢٥ لون مميز جدا. . فرش شنطه جلد . . غطاء مقبض فتيس ودركسيون كاربون. . . طاره هاند ميد. اصلي. . السياره فالضمان . . . بحاله ممتازه جدا
Ad id 196136794,للبيع النترا 2015 اعلى فئة مفتاح فابريكة بره و جوه ماعدا رفرف خلفى يمين و بها ايرباجات و abs و مرايات ضم و فتحة سقف و 5 جنط اسبور و طارة مالتى و فرش جلد المانى ضد الخدش و الحريق وجميع الصيانات من زيوت و سيور و فلاتر و بوجيهات معموله من اسبوع و عدادها 93000كم و بها رخصة سنة مطلوب 465000 للتواصل 01000978887
Ad id 196136489,CLS350  Fabrica  36,000 KM
Ad id 196127213,اوبل كورسا سي لون رمادي عداد 212 الف مانيوال   رخصة تنتهي 7/2024 حالة الماتور جيدة حالة العفشة جيدة التكييف يعمل بكفاءة الازاز و المريات كهربا سنتر  غلق الابواب عند سرعة 30كم/ساعة  كشاف جديد ديبو جديد يرجى الحضور مع فني للكشف  السيارة تحتاج رش نظافة فقط  التجار يمتنعون
Ad id 196135615,السيارة فابريكة بالكامل وصيانة بالوكيل حالة الزيرو
Ad id 196135574,كروز 2016 الفئه التانيه فابريكا دواخل رخصه 10 شهور رقم الهاتف 01009109053
Ad id 193958466,لادا جرانتا للبيع رشه بابين
Ad id 196133993,58,000 KM Fabrica 2020 Black x Red
Ad id 196133722,جيب رانجلر 2011 فبريكه برا وجوا حاله ممتازه جدا  لون مميز جدا جدا من الصعب انك تلقية  العربيه متعدله بلكامل امريكي اصلي  عداد 118000  مرور الشروق رخصة سنه باسمي  مطلوب 800الف  للتواصل 01007240905
Ad id 196132787,cadillac escalade 2014 120,000km صيانات توكيل GM
Ad id 195362709,Porsche Macan white 2021 - Available now at - Karas Auto  ( Mickel Sobhy )  - - For more information please contact us on    01270417030               01202125463                    OR Messege US
Ad id 194868251,BMW X3 2015 2000CC IN GREAT SHAPE 68,000KM
Ad id 196023092,هيونداي أكسنت Rb فابريكة بالكامل  بحالة استيلاام  المصنع  ماشية 27الف كيلوا فقط أستخدام راقي جدا من الزيروا والمعاينة خير دليل والكشف والأستيلاام داخل التوكيل   وربنا يبارك لصاحب النصيب للأستعلاام /01000940146
Ad id 196020502,أكسنت Rb 2021 فابريكة بالكامل  بدون ملحوظة بفضل الله كاملة هاي لين  ماشية 27ألف كيلوا فقط   أعلي فئة  والكشف والأستيلاام داخل التوكيل  وربنا يبارك لصاحب النصيب للاستعلاام /01000940146
Ad id 196129256,بيع نيسان قشقاي موديل 2017 جميع الكماليات بانوراما  فابريكا بالكامل صيانات منتظمه كاوتش جديد استعمال راقي جدا ويوجد ايضا قشقاي 2020 بانوراما
Ad id 196129168,قشقاي ٢٠١٩ فبريكا بالكامل الفئة الثانية صيانات توكيل بجميع الفواتير رخصة سارية حتى أغسطس ٢٠٢٣ المعاينة في زهراء المعادي بالقاهرة، وبعض الأيام في المنيا الجديدة بالمنيا
Ad id 196128969,سياره هيونداي H1 موديل ٢٠٠١ لوحات ملاكي رخصه ساريه استخدام عائلي مواصفات خليجي لاتحتاج اي مصاريف
Ad id 196114058,بسم الله الرحمن الرحيم تاكسي BYD ٢٠١١ استعمال خاص دواخل وحوض وشنطه فابريكا راشه خارجى نظافه رخصه فيها ٥ شهور
Ad id 196017572,Bmw 320i موديل 2020 فئه  لاكشري  اصلاح بعد حادث خارج شركه تامين العربيه فابريكا بالكامل معادا رفرفر خلفي يمين
Ad id 196105500,بيجو ٥٠٠٨ ألور ماشية ٣٠الف شنطة كهرباء شاشة ١٠ انش لون جراى فابريكا  صيانات توكيل
Ad id 196125446,استعمال جيد جيدا جميع الصيانة في التوكيل
Ad id 196123834,c180 موديل ٢٠١٩ وكيل عداد ٧٠ الف كم مرور مدينة نصر رخصة سنة
Ad id 196123634,MG5 2021 luxury أعلى فئة  عداد 122000 كيلومتر بطارية جديدة من 6 شهور بالضمان العربية منتظمة في صيانة التوكيل لحد 80000 كيلو و الباقي خارج التوكيل العربية فابريكا عدا رفرف شمال و كبوت و باب امامي شمال إثر حادث في العفشة امامي الشمال فتحت 4 Air bags من 6  يوجد بها بعض المصاريف البسيطة و تم عمل مقايسة  بكل المصروفات  الرخصة منتهية مرور مدينة نصر
Ad id 196016350,available Payment Options : CASH, EXCHANGE, INSTALLMENTS
Ad id 196114922,سكودا رابيد ٢٣٤ الف كيلو راشه حزام
Ad id 196101580,كيا سيراتو ٢٠١٧ فيس ليفت اول الشكل الجديد  رشة جمبين نظافة  للتجميل بدون بوية او حوادث نهائي  فابريكة سقف وشنطة وكبوت عداد ١٣٠٠٠٠ الف كيلو متر
Ad id 196122071,بي ام دبليو X1 أكس لاين موديل  2017 , - فابريكا بالكامل بره وجوه عداد ٩٥ الف كم - ١٥٠٠ CC - ايرباجات - iDrive - مرايات كهرباء ضم + اشارات - ليدات امامي و خلفي - حساسات اضائة - طارة مالتي- بلوتوث - مثبت سرعه - حساس مطر - system light داخلي - سنسور خلفي - كراسي كهرباء + ذاكرة - فرامل يد كهربائية -تكييف- فرش جلد طبيعي - كاميرا خلفية  ******************* يوجد لدينا جميع أنظمة التقسيط بمقدم يبدأ من ٢٠٪ وأطول فترة سداد تصل الي ٧ سنوات   **************** - لمزيد من التفاصيل برجاء الإتصال علي الأرقام التالية : 01099621377  01145005671   01097949330  -مستنينكم في معرضنا :   86 ش فريد سميكة، المطار، قسم النزهة، محافظة القاهرة‬ **************************  مواعيد العمل الرسمية : طوال أيام الأسبوع من الساعه 11 صباحًا إلي الساعة 12 مساءً . .
Ad id 196117405,مرسيدس E350E  فابريكه بالكامل اول يد
Ad id 196015302,رينو ميجان 2021 كسر زيرو   2 ايرباج  Abs  abd طاره مالتى وبلوتوث  حساس خلفى  استبن لم يستعمل  عداد ٣٨ الف صيانات توكيل  ليدات اماميه وخلفيه  فوج لايت  مرايات ضم   زجاج فاميه  ٢ مفتاح ريموت مرايات كهرباء  سنتر لوك  مخادع ومساند امامى وخلفى  مثبت سرعه كمبيوتر رحلات متاح تقسيط مباشر بصوره البطاقه  متاح تقسيط بنكى
Ad id 196121689,تويوتا كرولا ٢٠١٩  عداد فقط ٣٦ الف كم فابريكا بالكامل بدون خدوش صيانات توكيل حتي اخر صيانه بالفواتير أول فئه اوتوماتك ، كاسيت تاتش و كاميرا خلفيه  و تم اضافه سنسور خلفي و مثبت سرعه و فرش جلد داخل التوكيل اول مالك - رخصه باسمي المعاينه في مدينه الرحاب
Ad id 196121371,شيفرولية N300 للبيع موديل 2016 رخصة سنة مرور السلام رشة برة فبريكا دواخل  كاوتش جديد بطارية جدية بها شبكة  غاز حقن  كاملة كل حاجة معادا الفامية كل حاجة تعمل بكفاءة  مطلوب 165 الف وقابل للتفاوض بعد المعاينة ان شاء الله تليفون/01112128449 /01063671811
